19.953000,19.953000,50.991000
24.387000,24.387000,50.991000
28.821000,28.821000,50.991000
33.255000,33.255000,50.991000
37.689000,37.689000,50.991000
42.123000,42.123000,50.991000
46.557000,46.557000,50.991000
50.991000,50.991000,50.991000
55.425000,55.425000,50.991000
59.859000,59.859000,50.991000
64.293000,64.293000,50.991000
68.727000,68.727000,50.991000
73.161000,73.161000,50.991000
77.595000,77.595000,50.991000
82.029000,82.029000,50.991000
86.463000,86.463000,50.991000
90.897000,90.897000,50.991000
95.331000,95.331000,50.991000
99.765000,99.765000,50.991000
104.199000,104.199000,50.991000
108.633000,108.633000,50.991000
113.067000,113.067000,50.991000
117.501000,117.501000,50.991000
